[Header]
Application Name	LabSolutions
Version	5.81 SP1
Data File Name	C:\LabSolutions\Data\Shangwen\20170529__Assay2_210nm_002.lcd
Output Date	5/29/2017
Output Time	3:31:06 PM

[File Information]
Type	Data File
Generated	5/29/2017 2:07:15 PM
Generated by	System Administrator
Modified	5/29/2017 2:32:39 PM
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	5/29/2017 2:07:37 PM
Sample Type	0:Unknown
Level	0
Sample Name	Assay2_210nm
Sample ID	001
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	95
Injection Volume	10

[Original Files]
Data File	C:\LabSolutions\Data\Shangwen\20170529__Assay2_210nm_002.lcd
Method File	C:\LabSolutions\Data\Shangwen\20170524_ATPAMP210gradient.lcm
Batch File	C:\LabSolutions\Data\Shangwen\20170524_batch2.lcb
Report Format File	c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	NAIR-HPLC-Instrument1
Instrument #	1
Line #	1
# of Detectors	2
Detector ID	Detector A	AD2
Detector Name	Detector A	ELSD
# of Channels	1	1

[Peak Table(Detector A)]
# of Peaks	158
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
12.99167	-221
13.00000	-241
13.00833	-246
13.01667	-243
13.02500	-245
13.03333	-245
13.04167	-233
13.05000	-237
13.05833	-243
13.06667	-262
13.07500	-265
13.08333	-264
13.09167	-248
13.10000	-223
13.10833	-203
13.11667	-189
13.12500	-160
13.13333	-141
13.14167	-131
13.15000	-133
13.15833	-119
13.16667	-115
13.17500	-137
13.18333	-164
13.19167	-177
13.20000	-151
13.20833	-145
13.21667	-186
13.22500	-201
13.23333	-168
13.24167	-154
13.25000	-135
13.25833	-138
13.26667	-158
13.27500	-175
13.28333	-176
13.29167	-161
13.30000	-159
13.30833	-175
13.31667	-172
13.32500	-188
13.33333	-193
13.34167	-187
13.35000	-199
13.35833	-201
13.36667	-190
13.37500	-196
13.38333	-219
13.39167	-206
13.40000	-213
13.40833	-227
13.41667	-180
13.42500	-115
13.43333	-99
13.44167	-85
13.45000	-49
13.45833	-32
13.46667	-29
13.47500	-31
13.48333	-40
13.49167	-62
13.50000	-74
13.50833	-57
13.51667	-38
13.52500	-15
13.53333	31
13.54167	73
13.55000	106
13.55833	107
13.56667	110
13.57500	150
13.58333	160
13.59167	179
13.60000	200
13.60833	202
13.61667	223
13.62500	256
13.63333	317
13.64167	344
13.65000	368
13.65833	397
13.66667	437
13.67500	460
13.68333	460
13.69167	482
13.70000	513
13.70833	547
13.71667	564
13.72500	550
13.73333	526
13.74167	509
13.75000	476
13.75833	474
13.76667	492
13.77500	499
13.78333	495
13.79167	486
13.80000	487
13.80833	495
13.81667	477
13.82500	460
13.83333	436
13.84167	435
13.85000	422
13.85833	376
13.86667	329
13.87500	285
13.88333	252
13.89167	244
13.90000	238
13.90833	240
13.91667	219
13.92500	209
13.93333	198
13.94167	174
13.95000	123
13.95833	79
13.96667	70
13.97500	60
13.98333	77
13.99167	100
14.00000	91
14.00833	88
14.01667	84
14.02500	63
14.03333	54
14.04167	35
14.05000	17
14.05833	14
14.06667	1
14.07500	-6
14.08333	-24
14.09167	-37
14.10000	-47
14.10833	-20
14.11667	-3
14.12500	-14
14.13333	-8
14.14167	-11
14.15000	-43
14.15833	-55
14.16667	-62
14.17500	-63
14.18333	-73
14.19167	-73
14.20000	-66
14.20833	-36
14.21667	-12
14.22500	-8
14.23333	-20
14.24167	-28
14.25000	-41
14.25833	-33
14.26667	-28
14.27500	-60
14.28333	-91
14.29167	-109
14.30000	-109
14.30833	-109
14.31667	-109
14.32500	-111
14.33333	-133
14.34167	-163
14.35000	-158
14.35833	-120
14.36667	-111
14.37500	-94
14.38333	-101
14.39167	-110
14.40000	-148
14.40833	-155
14.41667	-129
14.42500	-129
14.43333	-159
14.44167	-158
14.45000	-164
14.45833	-196
14.46667	-218
14.47500	-214
14.48333	-205
14.49167	-171
14.50000	-135
14.50833	-105
14.51667	-96
14.52500	-113
14.53333	-129
14.54167	-114
14.55000	-97
14.55833	-114
14.56667	-130
14.57500	-152
14.58333	-165
14.59167	-167
14.60000	-164
14.60833	-172
14.61667	-198
14.62500	-219
14.63333	-249
14.64167	-241
14.65000	-219
14.65833	-163
14.66667	-120
14.67500	-117
14.68333	-118
14.69167	-144
14.70000	-146
14.70833	-132
14.71667	-153
14.72500	-168
14.73333	-168
14.74167	-159
14.75000	-142
14.75833	-119
14.76667	-109
14.77500	-86
14.78333	-67
14.79167	-75
14.80000	-87
14.80833	-118
14.81667	-137
14.82500	-144
14.83333	-163
14.84167	-174
14.85000	-165
14.85833	-129
14.86667	-92
14.87500	-58
14.88333	-56
14.89167	-68
14.90000	-86
14.90833	-125
14.91667	-129
14.92500	-139
14.93333	-141
14.94167	-145
14.95000	-200
14.95833	-257
14.96667	-255
14.97500	-228
14.98333	-204
14.99167	-208
15.00000	-235
15.00833	-284
15.01667	-274
15.02500	-247
15.03333	-229
15.04167	-195
15.05000	-164
15.05833	-170
15.06667	-204
15.07500	-238
15.08333	-246
15.09167	-224
15.10000	-187
15.10833	-149
15.11667	-145
15.12500	-141
15.13333	-132
15.14167	-159
15.15000	-166
15.15833	-106
15.16667	-72
15.17500	-60
15.18333	-94
15.19167	-151
15.20000	-181
15.20833	-179
15.21667	-152
15.22500	-126
15.23333	-99
15.24167	-108
15.25000	-127
15.25833	-150
15.26667	-158
15.27500	-168
15.28333	-163
15.29167	-164
15.30000	-167
15.30833	-160
15.31667	-193
15.32500	-215
15.33333	-179
15.34167	-140
15.35000	-138
15.35833	-152
15.36667	-147
15.37500	-132
15.38333	-123
15.39167	-131
15.40000	-156
15.40833	-175
15.41667	-187
15.42500	-205
15.43333	-192
15.44167	-171
15.45000	-163
15.45833	-138
15.46667	-131
15.47500	-125
15.48333	-151
15.49167	-154
15.50000	-157
15.50833	-163
15.51667	-164
15.52500	-160
15.53333	-166
15.54167	-179
15.55000	-201
15.55833	-221
15.56667	-201
15.57500	-153
15.58333	-128
15.59167	-160
15.60000	-181
15.60833	-215
15.61667	-210
15.62500	-220
15.63333	-216
15.64167	-184
15.65000	-169
15.65833	-157
15.66667	-187
15.67500	-254
15.68333	-271
15.69167	-267
15.70000	-269
15.70833	-260
15.71667	-230
15.72500	-200
15.73333	-216
15.74167	-218
15.75000	-227
15.75833	-208
15.76667	-172
15.77500	-156
15.78333	-197
15.79167	-234
15.80000	-256
15.80833	-267
15.81667	-279
15.82500	-257
15.83333	-234
15.84167	-226
15.85000	-243
15.85833	-278
15.86667	-292
15.87500	-297
15.88333	-283
15.89167	-273
15.90000	-272
15.90833	-265
15.91667	-265
15.92500	-272
15.93333	-260
15.94167	-242
15.95000	-256
15.95833	-281
15.96667	-291
15.97500	-280
15.98333	-278
15.99167	-315
16.00000	-317
16.00833	-334
16.01667	-321
16.02500	-322
16.03333	-340
16.04167	-362
16.05000	-339
16.05833	-324
16.06667	-334
16.07500	-340
16.08333	-337
16.09167	-349
16.10000	-352
16.10833	-308
16.11667	-310
16.12500	-342
16.13333	-329
16.14167	-314
16.15000	-356
16.15833	-387
16.16667	-374
16.17500	-353
16.18333	-351
16.19167	-361
16.20000	-335
16.20833	-320
16.21667	-322
16.22500	-354
16.23333	-391
16.24167	-403
16.25000	-410
16.25833	-396
16.26667	-381
16.27500	-393
16.28333	-425
16.29167	-426
16.30000	-421
16.30833	-403
16.31667	-384
16.32500	-363
16.33333	-375
16.34167	-378
16.35000	-380
16.35833	-340
16.36667	-310
16.37500	-311
16.38333	-320
16.39167	-329
16.40000	-355
16.40833	-355
16.41667	-358
16.42500	-389
16.43333	-377
16.44167	-354
16.45000	-351
16.45833	-380
16.46667	-416
16.47500	-437
16.48333	-457
16.49167	-447
16.50000	-416
16.50833	-385
16.51667	-375
16.52500	-360
16.53333	-349
16.54167	-337
16.55000	-324
16.55833	-312
16.56667	-302
16.57500	-296
16.58333	-324
16.59167	-319
16.60000	-300
16.60833	-296
16.61667	-331
16.62500	-351
16.63333	-362
16.64167	-360
16.65000	-358
16.65833	-317
16.66667	-304
16.67500	-309
16.68333	-288
16.69167	-265
16.70000	-273
16.70833	-311
16.71667	-325
16.72500	-337
16.73333	-331
16.74167	-317
16.75000	-309
16.75833	-294
16.76667	-309
16.77500	-318
16.78333	-337
16.79167	-373
16.80000	-398
16.80833	-412
16.81667	-403
16.82500	-374
16.83333	-350
16.84167	-315
16.85000	-283
16.85833	-273
16.86667	-251
16.87500	-249
16.88333	-266
16.89167	-279
16.90000	-270
16.90833	-282
16.91667	-307
16.92500	-328
16.93333	-338
16.94167	-330
16.95000	-319
16.95833	-312
16.96667	-296
16.97500	-325
16.98333	-329
16.99167	-332
17.00000	-353
17.00833	-411
17.01667	-444
17.02500	-419
17.03333	-402
17.04167	-409
17.05000	-394
17.05833	-361
17.06667	-317
17.07500	-282
17.08333	-254
17.09167	-243
17.10000	-236
17.10833	-232
17.11667	-248
17.12500	-275
17.13333	-282
17.14167	-270
17.15000	-252
17.15833	-266
17.16667	-283
17.17500	-272
17.18333	-254
17.19167	-244
17.20000	-237
17.20833	-238
17.21667	-216
17.22500	-201
17.23333	-181
17.24167	-168
17.25000	-145
17.25833	-133
17.26667	-113
17.27500	-119
17.28333	-106
17.29167	-110
17.30000	-83
17.30833	-53
17.31667	-26
17.32500	-21
17.33333	-24
17.34167	4
17.35000	33
17.35833	62
17.36667	69
17.37500	98
17.38333	122
17.39167	123
17.40000	118
17.40833	124
17.41667	136
17.42500	127
17.43333	125
17.44167	137
17.45000	146
17.45833	153
17.46667	174
17.47500	180
17.48333	199
17.49167	210
17.50000	212
17.50833	229
17.51667	210
17.52500	184
17.53333	167
17.54167	150
17.55000	127
17.55833	83
17.56667	87
17.57500	88
17.58333	73
17.59167	70
17.60000	75
17.60833	84
17.61667	62
17.62500	55
17.63333	35
17.64167	-47
17.65000	-104
17.65833	-125
17.66667	-159
17.67500	-180
17.68333	-167
17.69167	-144
17.70000	-141
17.70833	-177
17.71667	-199
17.72500	-188
17.73333	-168
17.74167	-178
17.75000	-205
17.75833	-207
17.76667	-207
17.77500	-206
17.78333	-203
17.79167	-186
17.80000	-201
17.80833	-253
17.81667	-286
17.82500	-292
17.83333	-287
17.84167	-259
17.85000	-219
17.85833	-188
17.86667	-149
17.87500	-183
17.88333	-231
17.89167	-254
17.90000	-287
17.90833	-291
17.91667	-287
17.92500	-289
17.93333	-278
17.94167	-259
17.95000	-225
17.95833	-202
17.96667	-228
17.97500	-246
17.98333	-246
17.99167	-257
18.00000	-273
18.00833	-286
18.01667	-309
18.02500	-310
18.03333	-315
18.04167	-322
18.05000	-296
18.05833	-286
18.06667	-326
18.07500	-349
18.08333	-324
18.09167	-282
18.10000	-250
18.10833	-261
18.11667	-296
18.12500	-330
18.13333	-329
18.14167	-319
18.15000	-318
18.15833	-323
18.16667	-336
18.17500	-347
18.18333	-333
18.19167	-319
18.20000	-289
18.20833	-263
18.21667	-236
18.22500	-258
18.23333	-262
18.24167	-268
18.25000	-300
18.25833	-321
18.26667	-323
18.27500	-321
18.28333	-317
18.29167	-311
18.30000	-298
18.30833	-289
18.31667	-279
18.32500	-247
18.33333	-216
18.34167	-218
18.35000	-210
18.35833	-211
18.36667	-219
18.37500	-218
18.38333	-170
18.39167	-132
18.40000	-133
18.40833	-155
18.41667	-164
18.42500	-190
18.43333	-190
18.44167	-185
18.45000	-195
18.45833	-222
18.46667	-264
18.47500	-253
18.48333	-241
18.49167	-222
18.50000	-193
18.50833	-175
18.51667	-155
18.52500	-168
18.53333	-193
18.54167	-178
18.55000	-204
18.55833	-230
18.56667	-230
18.57500	-216
18.58333	-230
18.59167	-236
18.60000	-262
18.60833	-259
18.61667	-205
18.62500	-187
18.63333	-163
18.64167	-135
18.65000	-150
18.65833	-188
18.66667	-193
18.67500	-170
18.68333	-148
18.69167	-168
18.70000	-195
18.70833	-203
18.71667	-176
18.72500	-145
18.73333	-142
18.74167	-151
18.75000	-178
18.75833	-176
18.76667	-168
18.77500	-168
18.78333	-146
18.79167	-150
18.80000	-191
18.80833	-189
18.81667	-165
18.82500	-151
18.83333	-129
18.84167	-96
18.85000	-54
18.85833	-46
18.86667	-69
18.87500	-96
18.88333	-128
18.89167	-156
18.90000	-163
18.90833	-167
18.91667	-169
18.92500	-176
18.93333	-188
18.94167	-157
18.95000	-121
18.95833	-109
18.96667	-98
18.97500	-97
18.98333	-104
18.99167	-128
19.00000	-169
19.00833	-199
19.01667	-177
19.02500	-143
19.03333	-121
19.04167	-109
19.05000	-115
19.05833	-144
19.06667	-187
19.07500	-199
19.08333	-151
19.09167	-126
19.10000	-121
19.10833	-133
19.11667	-139
19.12500	-134
19.13333	-120
19.14167	-105
19.15000	-98
19.15833	-95
19.16667	-92
19.17500	-101
19.18333	-140
19.19167	-145
19.20000	-139
19.20833	-130
19.21667	-131
19.22500	-132
19.23333	-130
19.24167	-132
19.25000	-128
19.25833	-101
19.26667	-116
19.27500	-135
19.28333	-147
19.29167	-152
19.30000	-160
19.30833	-158
19.31667	-152
19.32500	-156
19.33333	-138
19.34167	-149
19.35000	-142
19.35833	-162
19.36667	-170
19.37500	-168
19.38333	-169
19.39167	-182
19.40000	-174
19.40833	-199
19.41667	-188
19.42500	-164
19.43333	-149
19.44167	-146
19.45000	-161
19.45833	-187
19.46667	-213
19.47500	-219
19.48333	-216
19.49167	-218
19.50000	-207
19.50833	-191
19.51667	-179
19.52500	-158
19.53333	-163
19.54167	-141
19.55000	-122
19.55833	-134
19.56667	-162
19.57500	-175
19.58333	-170
19.59167	-163
19.60000	-162
19.60833	-136
19.61667	-139
19.62500	-176
19.63333	-193
19.64167	-179
19.65000	-162
19.65833	-165
19.66667	-184
19.67500	-193
19.68333	-202
19.69167	-185
19.70000	-149
19.70833	-142
19.71667	-142
19.72500	-151
19.73333	-158
19.74167	-173
19.75000	-196
19.75833	-197
19.76667	-189
19.77500	-197
19.78333	-188
19.79167	-192
19.80000	-214
19.80833	-207
19.81667	-173
19.82500	-153
19.83333	-157
19.84167	-174
19.85000	-206
19.85833	-197
19.86667	-147
19.87500	-121
19.88333	-123
19.89167	-126
19.90000	-122
19.90833	-111
19.91667	-139
19.92500	-147
19.93333	-154
19.94167	-188
19.95000	-181
19.95833	-189
19.96667	-196
19.97500	-184
19.98333	-175
19.99167	-169
20.00000	-152
20.00833	-184
20.01667	-209
20.02500	-233
20.03333	-221
20.04167	-181
20.05000	-161
20.05833	-169
20.06667	-191
20.07500	-248
20.08333	-273
20.09167	-261
20.10000	-263
20.10833	-250
20.11667	-199
20.12500	-146
20.13333	-138
20.14167	-157
20.15000	-171
20.15833	-175
20.16667	-202
20.17500	-216
20.18333	-204
20.19167	-213
20.20000	-203
20.20833	-189
20.21667	-196
20.22500	-206
20.23333	-167
20.24167	-129
20.25000	-131
20.25833	-138
20.26667	-151
20.27500	-156
20.28333	-164
20.29167	-168
20.30000	-155
20.30833	-136
20.31667	-133
20.32500	-134
20.33333	-143
20.34167	-150
20.35000	-123
20.35833	-103
20.36667	-130
20.37500	-161
20.38333	-163
20.39167	-128
20.40000	-107
20.40833	-109
20.41667	-144
20.42500	-180
20.43333	-192
20.44167	-186
20.45000	-201
20.45833	-227
20.46667	-235
20.47500	-232
20.48333	-210
20.49167	-192
20.50000	-197
20.50833	-234
20.51667	-251
20.52500	-267
20.53333	-247
20.54167	-250
20.55000	-243
20.55833	-214
20.56667	-175
20.57500	-160
20.58333	-160
20.59167	-170
20.60000	-173
20.60833	-174
20.61667	-190
20.62500	-224
20.63333	-247
20.64167	-229
20.65000	-224
20.65833	-222
20.66667	-234
20.67500	-221
20.68333	-201
20.69167	-187
20.70000	-169
20.70833	-145
20.71667	-139
20.72500	-156
20.73333	-164
20.74167	-169
20.75000	-144
20.75833	-126
20.76667	-98
20.77500	-91
20.78333	-79
20.79167	-84
20.80000	-94
20.80833	-112
20.81667	-148
20.82500	-161
20.83333	-147
20.84167	-115
20.85000	-92
20.85833	-86
20.86667	-58
20.87500	-33
20.88333	-27
20.89167	-35
20.90000	-37
20.90833	-37
20.91667	-53
20.92500	-70
20.93333	-62
20.94167	-73
20.95000	-106
20.95833	-126
20.96667	-134
20.97500	-151
20.98333	-176
20.99167	-161
21.00000	-136
21.00833	-159
21.01667	-195
21.02500	-215
21.03333	-203
21.04167	-193
21.05000	-172
21.05833	-178
21.06667	-182
21.07500	-187
21.08333	-158
21.09167	-93
21.10000	-66
21.10833	-92
21.11667	-123
21.12500	-136
21.13333	-124
21.14167	-124
21.15000	-111
21.15833	-92
21.16667	-82
21.17500	-49
21.18333	-61
21.19167	-88
21.20000	-94
21.20833	-132
21.21667	-139
21.22500	-116
21.23333	-95
21.24167	-85
21.25000	-67
21.25833	-79
21.26667	-89
21.27500	-95
21.28333	-87
21.29167	-92
21.30000	-76
21.30833	-62
21.31667	-67
21.32500	-69
21.33333	-89
21.34167	-98
21.35000	-89
21.35833	-61
21.36667	-50
21.37500	-27
21.38333	-34
21.39167	-42
21.40000	-45
21.40833	-66
21.41667	-73
21.42500	-72
21.43333	-51
21.44167	-25
21.45000	-30
21.45833	-27
21.46667	6
21.47500	36
21.48333	34
21.49167	-9
21.50000	-73
21.50833	-86
21.51667	-102
21.52500	-99
21.53333	-89
21.54167	-78
21.55000	-45
21.55833	4
21.56667	17
21.57500	5
21.58333	13
21.59167	13
21.60000	42
21.60833	67
21.61667	82
21.62500	55
21.63333	-24
21.64167	-84
21.65000	-81
21.65833	-71
21.66667	-59
21.67500	-63
21.68333	-108
21.69167	-133
21.70000	-133
21.70833	-159
21.71667	-189
21.72500	-159
21.73333	-125
21.74167	-141
21.75000	-172
21.75833	-198
21.76667	-153
21.77500	-122
21.78333	-90
21.79167	-61
21.80000	-76
21.80833	-130
21.81667	-159
21.82500	-178
21.83333	-156
21.84167	-116
21.85000	-122
21.85833	-132
21.86667	-119
21.87500	-118
21.88333	-124
21.89167	-102
21.90000	-102
21.90833	-78
21.91667	-94
21.92500	-118
21.93333	-91
21.94167	-50
21.95000	-44
21.95833	-73
21.96667	-84
21.97500	-101
21.98333	-113
21.99167	-153
22.00000	-173
22.00833	-189
22.01667	-176
22.02500	-189
22.03333	-173
22.04167	-180
22.05000	-180
22.05833	-141
22.06667	-102
22.07500	-99
22.08333	-82
22.09167	-56
22.10000	-57
22.10833	-89
22.11667	-98
22.12500	-100
22.13333	-98
22.14167	-101
22.15000	-110
22.15833	-89
22.16667	-83
22.17500	-90
22.18333	-128
22.19167	-117
22.20000	-95
22.20833	-86
22.21667	-73
22.22500	-29
22.23333	-29
22.24167	-66
22.25000	-100
22.25833	-95
22.26667	-51
22.27500	-33
22.28333	-69
22.29167	-86
22.30000	-94
22.30833	-71
22.31667	-84
22.32500	-105
22.33333	-91
22.34167	-65
22.35000	-34
22.35833	-23
22.36667	-11
22.37500	-8
22.38333	10
22.39167	41
22.40000	48
22.40833	49
22.41667	23
22.42500	-6
22.43333	-14
22.44167	3
22.45000	24
22.45833	43
22.46667	79
22.47500	100
22.48333	82
22.49167	60
22.50000	60
22.50833	46
22.51667	30
22.52500	11
22.53333	-8
22.54167	-6
22.55000	8
22.55833	16
22.56667	22
22.57500	32
22.58333	60
22.59167	88
22.60000	108
22.60833	105
22.61667	95
22.62500	42
22.63333	33
22.64167	40
22.65000	61
22.65833	74
22.66667	75
22.67500	91
22.68333	99
22.69167	102
22.70000	106
22.70833	95
22.71667	68
22.72500	85
22.73333	111
22.74167	75
22.75000	53
22.75833	59
22.76667	76
22.77500	90
22.78333	98
22.79167	98
22.80000	86
22.80833	90
22.81667	107
22.82500	95
22.83333	65
22.84167	49
22.85000	53
22.85833	83
22.86667	108
22.87500	110
22.88333	130
22.89167	132
22.90000	103
22.90833	70
22.91667	59
22.92500	71
22.93333	92
22.94167	132
22.95000	143
22.95833	165
22.96667	163
22.97500	150
22.98333	141
22.99167	118
23.00000	86
23.00833	73
23.01667	73
23.02500	100
23.03333	83
23.04167	83
23.05000	85
23.05833	86
23.06667	82
23.07500	95
23.08333	110
23.09167	105
23.10000	77
23.10833	79
23.11667	84
23.12500	84
23.13333	130
23.14167	155
23.15000	162
23.15833	169
23.16667	188
23.17500	181
23.18333	158
23.19167	155
23.20000	136
23.20833	100
23.21667	84
23.22500	89
23.23333	69
23.24167	49
23.25000	53
23.25833	53
23.26667	52
23.27500	38
23.28333	21
23.29167	32
23.30000	54
23.30833	80
23.31667	120
23.32500	148
23.33333	173
23.34167	154
23.35000	101
23.35833	90
23.36667	107
23.37500	90
23.38333	120
23.39167	150
23.40000	156
23.40833	144
23.41667	171
23.42500	165
23.43333	143
23.44167	139
23.45000	117
23.45833	123
23.46667	109
23.47500	108
23.48333	96
23.49167	89
23.50000	75
23.50833	86
23.51667	85
23.52500	92
23.53333	91
23.54167	70
23.55000	60
23.55833	44
23.56667	37
23.57500	32
23.58333	25
23.59167	5
23.60000	24
23.60833	32
23.61667	56
23.62500	50
23.63333	64
23.64167	76
23.65000	51
23.65833	49
23.66667	69
23.67500	64
23.68333	40
23.69167	32
23.70000	44
23.70833	43
23.71667	8
23.72500	2
23.73333	9
23.74167	20
23.75000	2
23.75833	-27
23.76667	-27
23.77500	-42
23.78333	-55
23.79167	-95
23.80000	-108
23.80833	-106
23.81667	-102
23.82500	-87
23.83333	-80
23.84167	-42
23.85000	-29
23.85833	-20
23.86667	-19
23.87500	-33
23.88333	-57
23.89167	-71
23.90000	-57
23.90833	-46
23.91667	-39
23.92500	-30
23.93333	-37
23.94167	-58
23.95000	-83
23.95833	-92
23.96667	-76
23.97500	-98
23.98333	-145
23.99167	-201
24.00000	-206
24.00833	-191
24.01667	-175
24.02500	-176
24.03333	-186
24.04167	-202
24.05000	-207
24.05833	-200
24.06667	-206
24.07500	-201
24.08333	-222
24.09167	-249
24.10000	-249
24.10833	-253
24.11667	-259
24.12500	-291
24.13333	-321
24.14167	-358
24.15000	-392
24.15833	-392
24.16667	-427
24.17500	-461
24.18333	-455
24.19167	-458
24.20000	-472
24.20833	-466
24.21667	-472
24.22500	-471
24.23333	-513
24.24167	-567
24.25000	-606
24.25833	-643
24.26667	-668
24.27500	-675
24.28333	-677
24.29167	-636
24.30000	-642
24.30833	-640
24.31667	-636
24.32500	-661
24.33333	-675
24.34167	-721
24.35000	-777
24.35833	-806
24.36667	-816
24.37500	-836
24.38333	-879
24.39167	-904
24.40000	-914
24.40833	-921
24.41667	-953
24.42500	-1006
24.43333	-1078
24.44167	-1112
24.45000	-1115
24.45833	-1152
24.46667	-1193
24.47500	-1204
24.48333	-1206
24.49167	-1209
24.50000	-1250
24.50833	-1313
24.51667	-1349
24.52500	-1418
24.53333	-1482
24.54167	-1539
24.55000	-1588
24.55833	-1629
24.56667	-1681
24.57500	-1721
24.58333	-1764
24.59167	-1816
24.60000	-1845
24.60833	-1896
24.61667	-1955
24.62500	-1983
24.63333	-2015
24.64167	-2043
24.65000	-2069
24.65833	-2108
24.66667	-2141
24.67500	-2201
24.68333	-2284
24.69167	-2339
24.70000	-2387
24.70833	-2411
24.71667	-2435
24.72500	-2466
24.73333	-2517
24.74167	-2578
24.75000	-2631
24.75833	-2668
24.76667	-2721
24.77500	-2806
24.78333	-2871
24.79167	-2905
24.80000	-2934
24.80833	-2948
24.81667	-2981
24.82500	-3012
24.83333	-3028
24.84167	-3077
24.85000	-3140
24.85833	-3178
24.86667	-3165
24.87500	-3191
24.88333	-3223
24.89167	-3257
24.90000	-3283
24.90833	-3293
24.91667	-3279
24.92500	-3253
24.93333	-3239
24.94167	-3238
24.95000	-3242
24.95833	-3251
24.96667	-3286
24.97500	-3272
24.98333	-3242
24.99167	-3228
25.00000	-3222

[LC Status Trace(Pump A Pressure)]
Interval(msec)	1000
# of Points	1501
Start Time(min)	0.000
End Time(min)	25.000
Intensity Units	psi
Intensity Multiplier	14.2233
R.Time (min)	Intensity
0.00000	146.1
0.01667	146.1
0.03333	104.2
0.05000	104.2
0.06667	118.0
0.08333	121.4
0.10000	124.2
0.11667	131.4
0.13333	134.6
0.15000	136.1
0.16667	137.1
0.18333	140.0
0.20000	140.7
0.21667	142.2
0.23333	142.9
0.25000	143.2
0.26667	144.0
0.28333	144.4
0.30000	144.8
0.31667	144.9
0.33333	145.2
0.35000	145.4
0.36667	145.5
0.38333	145.8
0.40000	145.9
0.41667	145.9
0.43333	146.1
0.45000	146.2
0.46667	146.2
0.48333	146.2
0.50000	146.2
0.51667	146.2
0.53333	146.3
0.55000	146.3
0.56667	146.3
0.58333	146.3
0.60000	146.5
0.61667	146.5
0.63333	146.3
0.65000	146.5
0.66667	146.5
0.68333	146.3
0.70000	146.3
0.71667	146.3
0.73333	146.5
0.75000	146.6
0.76667	146.3
0.78333	146.5
0.80000	146.3
0.81667	146.3
0.83333	146.2
0.85000	146.3
0.86667	146.3
0.88333	146.3
0.90000	146.5
0.91667	146.2
0.93333	146.5
0.95000	146.5
0.96667	146.3
0.98333	146.3
1.00000	146.3
1.01667	146.3
1.03333	146.2
1.05000	146.2
1.06667	146.3
1.08333	146.5
1.10000	146.3
1.11667	146.3
1.13333	146.3
1.15000	146.3
1.16667	146.3
1.18333	146.5
1.20000	146.6
1.21667	146.5
1.23333	146.2
1.25000	146.5
1.26667	146.3
1.28333	146.5
1.30000	146.3
1.31667	146.5
1.33333	146.3
1.35000	146.3
1.36667	146.6
1.38333	146.5
1.40000	146.5
1.41667	146.5
1.43333	146.5
1.45000	146.5
1.46667	146.3
1.48333	146.5
1.50000	146.3
1.51667	146.2
1.53333	146.5
1.55000	146.3
1.56667	146.3
1.58333	146.5
1.60000	146.3
1.61667	146.2
1.63333	146.3
1.65000	146.6
1.66667	146.5
1.68333	146.5
1.70000	146.3
1.71667	146.3
1.73333	146.3
1.75000	146.5
1.76667	146.3
1.78333	146.3
1.80000	146.5
1.81667	146.3
1.83333	146.5
1.85000	146.6
1.86667	146.2
1.88333	146.3
1.90000	146.3
1.91667	146.5
1.93333	146.5
1.95000	146.2
1.96667	146.3
1.98333	146.3
2.00000	146.3
2.01667	146.5
2.03333	146.2
2.05000	146.2
2.06667	146.2
2.08333	146.3
2.10000	146.3
2.11667	146.5
2.13333	146.5
2.15000	146.3
2.16667	146.3
2.18333	146.5
2.20000	146.5
2.21667	146.6
2.23333	146.5
2.25000	146.3
2.26667	146.6
2.28333	146.3
2.30000	146.5
2.31667	146.5
2.33333	146.5
2.35000	146.5
2.36667	146.5
2.38333	146.3
2.40000	146.3
2.41667	146.3
2.43333	146.5
2.45000	146.5
2.46667	146.5
2.48333	146.3
2.50000	146.3
2.51667	146.3
2.53333	146.3
2.55000	146.3
2.56667	146.5
2.58333	146.3
2.60000	146.5
2.61667	146.5
2.63333	146.3
2.65000	146.5
2.66667	146.5
2.68333	146.3
2.70000	146.5
2.71667	146.5
2.73333	146.5
2.75000	146.5
2.76667	146.5
2.78333	146.3
2.80000	146.5
2.81667	146.3
